"ID","YEAR","DATE","ROAD_CLASS","DISTRICT","LATITUDE","LONGITUDE","VISIBILITY","LIGHT","ROAD_CONDITION","INJURY","VEHICLE_TYPE","SPEEDING","ALCOHOL","SEASON"
4125853,2007,"2007/01/19 05:00","Major Arterial","Toronto and East York",43.638945,-79.42739,"Clear","Daylight","Dry","None","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4125854,2007,"2007/01/19 05:00","Major Arterial","Toronto and East York",43.638945,-79.42739,"Clear","Daylight","Dry","Major","Other",FALSE,FALSE,"Winter"
4143391,2007,"2007/01/22 05:00","Major Arterial","Scarborough",43.734545,-79.25809,"Clear","Dark","Wet","Major","Other",FALSE,FALSE,"Winter"
4143392,2007,"2007/01/22 05:00","Major Arterial","Scarborough",43.734545,-79.25809,"Clear","Dark","Wet","Minor","Truck - Open",FALSE,FALSE,"Winter"
4143393,2007,"2007/01/22 05:00","Major Arterial","Scarborough",43.734545,-79.25809,"Clear","Dark","Wet","None","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4143394,2007,"2007/01/22 05:00","Major Arterial","Scarborough",43.734545,-79.25809,"Clear","Dark","Wet","Major","Other",FALSE,FALSE,"Winter"
4143395,2007,"2007/01/22 05:00","Major Arterial","Scarborough",43.734545,-79.25809,"Clear","Dark","Wet","Minor","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4132273,2007,"2007/01/23 05:00","Minor Arterial","Toronto and East York",43.660045,-79.34449,"Clear","Daylight","Wet","None","Municipal Transit Bus (TTC)",FALSE,FALSE,"Winter"
4132274,2007,"2007/01/23 05:00","Minor Arterial","Toronto and East York",43.660045,-79.34449,"Clear","Daylight","Wet","None","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4132275,2007,"2007/01/23 05:00","Minor Arterial","Toronto and East York",43.660045,-79.34449,"Clear","Daylight","Wet","Major","Other",FALSE,FALSE,"Winter"
4132044,2007,"2007/01/23 05:00","Major Arterial","Etobicoke York",43.676845,-79.47129,"Clear","Daylight","Wet","None","Other",TRUE,FALSE,"Winter"
4132045,2007,"2007/01/23 05:00","Major Arterial","Etobicoke York",43.676845,-79.47129,"Clear","Daylight","Wet","Major","Automobile, Station Wagon",TRUE,FALSE,"Winter"
4132046,2007,"2007/01/23 05:00","Major Arterial","Etobicoke York",43.676845,-79.47129,"Clear","Daylight","Wet","None","Other",TRUE,FALSE,"Winter"
4405456,2007,"2007/01/24 05:00","Major Arterial","Etobicoke York",43.713645,-79.55499,"Clear","Daylight","Dry","Major","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4405457,2007,"2007/01/24 05:00","Major Arterial","Etobicoke York",43.713645,-79.55499,"Clear","Daylight","Dry","Minimal","Other",FALSE,FALSE,"Winter"
4405458,2007,"2007/01/24 05:00","Major Arterial","Etobicoke York",43.713645,-79.55499,"Clear","Daylight","Dry","Minimal","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4144100,2007,"2007/01/26 05:00","Major Arterial","Toronto and East York",43.668445,-79.43899,"Clear","Daylight","Dry","Minor","Other",FALSE,FALSE,"Winter"
4144101,2007,"2007/01/26 05:00","Major Arterial","Toronto and East York",43.668445,-79.43899,"Clear","Daylight","Dry","Major","Other",FALSE,FALSE,"Winter"
4144102,2007,"2007/01/26 05:00","Major Arterial","Toronto and East York",43.668445,-79.43899,"Clear","Daylight","Dry","None","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4135711,2007,"2007/01/29 05:00","Minor Arterial","Scarborough",43.708145,-79.26859,"Clear","Daylight","Dry","None","Other",FALSE,FALSE,"Winter"
4135712,2007,"2007/01/29 05:00","Minor Arterial","Scarborough",43.708145,-79.26859,"Clear","Daylight","Dry","None","Truck - Open",FALSE,FALSE,"Winter"
4135713,2007,"2007/01/29 05:00","Minor Arterial","Scarborough",43.708145,-79.26859,"Clear","Daylight","Dry","Major","Other",FALSE,FALSE,"Winter"
4136589,2007,"2007/01/30 05:00","Minor Arterial","Scarborough",43.809145,-79.22169,"Snow","Dark","Wet","None","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4136590,2007,"2007/01/30 05:00","Minor Arterial","Scarborough",43.809145,-79.22169,"Snow","Dark","Wet","Major","Other",FALSE,FALSE,"Winter"
4137500,2007,"2007/02/01 05:00","Minor Arterial","Toronto and East York",43.686845,-79.36029,"Snow","Dark","Ice","Major","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4273357,2007,"2007/02/02 05:00","Major Arterial","Etobicoke York",43.628945,-79.55489,"Clear","Daylight","Dry","None","Other",FALSE,FALSE,"Winter"
4273358,2007,"2007/02/02 05:00","Major Arterial","Etobicoke York",43.628945,-79.55489,"Clear","Daylight","Dry","Minor","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4273359,2007,"2007/02/02 05:00","Major Arterial","Etobicoke York",43.628945,-79.55489,"Clear","Daylight","Dry","Major","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4129415,2007,"2007/02/02 05:00","Major Arterial","North York",43.766845,-79.46649,"Clear","Daylight","Dry","None","Other",FALSE,FALSE,"Winter"
4129416,2007,"2007/02/02 05:00","Major Arterial","North York",43.766845,-79.46649,"Clear","Daylight","Dry","Minor","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4129417,2007,"2007/02/02 05:00","Major Arterial","North York",43.766845,-79.46649,"Clear","Daylight","Dry","Major","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4405472,2007,"2007/02/03 05:00","Major Arterial","Toronto and East York",43.685645,-79.31279,"Clear","Daylight","Dry","Major","Other",FALSE,FALSE,"Winter"
4405473,2007,"2007/02/03 05:00","Major Arterial","Toronto and East York",43.685645,-79.31279,"Clear","Daylight","Dry","None","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4129902,2007,"2007/02/05 05:00","Minor Arterial","North York",43.698445,-79.46349,"Clear","Dark","Dry","Minor","Other",FALSE,FALSE,"Winter"
4129903,2007,"2007/02/05 05:00","Minor Arterial","North York",43.698445,-79.46349,"Clear","Dark","Dry","Fatal","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4129905,2007,"2007/02/05 05:00","Minor Arterial","North York",43.698445,-79.46349,"Clear","Dark","Dry","Minor","Other",FALSE,FALSE,"Winter"
4129906,2007,"2007/02/05 05:00","Minor Arterial","North York",43.698445,-79.46349,"Clear","Dark","Dry","Minor","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4161168,2007,"2007/04/22 04:00","Major Arterial","Scarborough",43.778746,-79.307887,"Clear","Dark","Dry","None","Automobile, Station Wagon",TRUE,FALSE,"Spring"
4166076,2007,"2007/03/27 04:00","Major Arterial","Toronto and East York",43.671545,-79.39029,"Clear","Daylight","Dry","Major","Automobile, Station Wagon",FALSE,FALSE,"Spring"
4159970,2007,"2007/03/27 04:00","Local","Toronto and East York",43.661445,-79.40069,"Clear","Dark","Dry","None","Automobile, Station Wagon",FALSE,FALSE,"Spring"
4143558,2007,"2007/02/06 05:00","Minor Arterial","Toronto and East York",43.636145,-79.47449,"Clear","Dark","Slush","Major","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4273982,2007,"2007/02/28 05:00","Major Arterial","Etobicoke York",43.669045,-79.59139,"Clear","Dark","Dry","None","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4168858,2007,"2007/04/22 04:00","Major Arterial","Toronto and East York",43.666345,-79.46489,"Clear","Daylight","Dry","Major","Automobile, Station Wagon",TRUE,TRUE,"Spring"
4168859,2007,"2007/04/22 04:00","Major Arterial","Toronto and East York",43.666345,-79.46489,"Clear","Daylight","Dry","Minimal","Other",TRUE,TRUE,"Spring"
4143559,2007,"2007/02/06 05:00","Minor Arterial","Toronto and East York",43.636145,-79.47449,"Clear","Dark","Slush","None","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4273983,2007,"2007/02/28 05:00","Major Arterial","Etobicoke York",43.669045,-79.59139,"Clear","Dark","Dry","Major","Bicycle",FALSE,FALSE,"Winter"
4159971,2007,"2007/03/27 04:00","Local","Toronto and East York",43.661445,-79.40069,"Clear","Dark","Dry","Major","Bicycle",FALSE,FALSE,"Spring"
4168860,2007,"2007/04/22 04:00","Major Arterial","Toronto and East York",43.666345,-79.46489,"Clear","Daylight","Dry","None","Automobile, Station Wagon",TRUE,TRUE,"Spring"
4151999,2007,"2007/03/28 04:00","Local","North York",43.772445,-79.37729,"Clear","Daylight","Dry","Major","Other",FALSE,FALSE,"Spring"
4143560,2007,"2007/02/06 05:00","Minor Arterial","Toronto and East York",43.636145,-79.47449,"Clear","Dark","Slush","Minor","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4152000,2007,"2007/03/28 04:00","Local","North York",43.772445,-79.37729,"Clear","Daylight","Dry","None","Other",FALSE,FALSE,"Spring"
4168861,2007,"2007/04/22 04:00","Major Arterial","Toronto and East York",43.666345,-79.46489,"Clear","Daylight","Dry","None","Automobile, Station Wagon",TRUE,TRUE,"Spring"
4130569,2007,"2007/02/06 05:00","Major Arterial","Toronto and East York",43.630645,-79.42739,"Clear","Daylight","Loose Snow","Major","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4152001,2007,"2007/03/28 04:00","Local","North York",43.772445,-79.37729,"Clear","Daylight","Dry","None","Other",FALSE,FALSE,"Spring"
4151393,2007,"2007/02/28 05:00","Major Arterial","Etobicoke York",43.726745,-79.55209,"Clear","Dark","Dry","None","Other",FALSE,FALSE,"Winter"
4152002,2007,"2007/03/28 04:00","Local","North York",43.772445,-79.37729,"Clear","Daylight","Dry","None","Other",FALSE,FALSE,"Spring"
4151394,2007,"2007/02/28 05:00","Major Arterial","Etobicoke York",43.726745,-79.55209,"Clear","Dark","Dry","Major","Other",FALSE,FALSE,"Winter"
4152003,2007,"2007/03/28 04:00","Local","North York",43.772445,-79.37729,"Clear","Daylight","Dry","None","Other",FALSE,FALSE,"Spring"
4170939,2007,"2007/04/28 04:00","Minor Arterial","Toronto and East York",43.680645,-79.31109,"Rain","Dark","Wet","None","Automobile, Station Wagon",FALSE,FALSE,"Spring"
4130570,2007,"2007/02/06 05:00","Major Arterial","Toronto and East York",43.630645,-79.42739,"Clear","Daylight","Loose Snow","None","Other",FALSE,FALSE,"Winter"
4151395,2007,"2007/02/28 05:00","Major Arterial","Etobicoke York",43.726745,-79.55209,"Clear","Dark","Dry","Minimal","Other",FALSE,FALSE,"Winter"
4152004,2007,"2007/03/28 04:00","Local","North York",43.772445,-79.37729,"Clear","Daylight","Dry","None","Automobile, Station Wagon",FALSE,FALSE,"Spring"
4170940,2007,"2007/04/28 04:00","Minor Arterial","Toronto and East York",43.680645,-79.31109,"Rain","Dark","Wet","Minor","Other",FALSE,FALSE,"Spring"
4151396,2007,"2007/02/28 05:00","Major Arterial","Etobicoke York",43.726745,-79.55209,"Clear","Dark","Dry","Major","Other",FALSE,FALSE,"Winter"
4144900,2007,"2007/02/06 05:00","Major Arterial","North York",43.798045,-79.33359,"Clear","Daylight","Dry","None","Other",FALSE,FALSE,"Winter"
4151397,2007,"2007/02/28 05:00","Major Arterial","Etobicoke York",43.726745,-79.55209,"Clear","Dark","Dry","Minimal","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4170941,2007,"2007/04/28 04:00","Minor Arterial","Toronto and East York",43.680645,-79.31109,"Rain","Dark","Wet","Major","Other",FALSE,FALSE,"Spring"
4155376,2007,"2007/03/30 04:00","Major Arterial","North York",43.734845,-79.44599,"Clear","Daylight","Dry","None","Other",FALSE,FALSE,"Spring"
4164012,2007,"2007/04/28 04:00","Major Arterial","Scarborough",43.827245,-79.29169,"Clear","Daylight","Dry","None","Automobile, Station Wagon",FALSE,FALSE,"Spring"
4151398,2007,"2007/02/28 05:00","Major Arterial","Etobicoke York",43.726745,-79.55209,"Clear","Dark","Dry","None","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4164013,2007,"2007/04/28 04:00","Major Arterial","Scarborough",43.827245,-79.29169,"Clear","Daylight","Dry","Major","Other",FALSE,FALSE,"Spring"
4155377,2007,"2007/03/30 04:00","Major Arterial","North York",43.734845,-79.44599,"Clear","Daylight","Dry","Minimal","Automobile, Station Wagon",FALSE,FALSE,"Spring"
4144901,2007,"2007/02/06 05:00","Major Arterial","North York",43.798045,-79.33359,"Clear","Daylight","Dry","None","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4155378,2007,"2007/03/30 04:00","Major Arterial","North York",43.734845,-79.44599,"Clear","Daylight","Dry","Major","Other",FALSE,FALSE,"Spring"
4144902,2007,"2007/02/06 05:00","Major Arterial","North York",43.798045,-79.33359,"Clear","Daylight","Dry","Major","Other",FALSE,FALSE,"Winter"
4164029,2007,"2007/04/28 04:00","Minor Arterial","Toronto and East York",43.662345,-79.42579,"Clear","Daylight","Dry","None","Municipal Transit Bus (TTC)",FALSE,FALSE,"Spring"
4151777,2007,"2007/03/01 05:00","Major Arterial","Toronto and East York",43.699645,-79.33769,"Snow","Daylight","Loose Snow","None","Automobile, Station Wagon",TRUE,FALSE,"Spring"
4155379,2007,"2007/03/30 04:00","Major Arterial","North York",43.734845,-79.44599,"Clear","Daylight","Dry","None","Other",FALSE,FALSE,"Spring"
4143618,2007,"2007/02/06 05:00","Major Arterial","Etobicoke York",43.688345,-79.48289,"Clear","Dark","Dry","Minor","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4143619,2007,"2007/02/06 05:00","Major Arterial","Etobicoke York",43.688345,-79.48289,"Clear","Dark","Dry","Major","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4155380,2007,"2007/03/30 04:00","Major Arterial","North York",43.734845,-79.44599,"Clear","Daylight","Dry","Major","Automobile, Station Wagon",FALSE,FALSE,"Spring"
4164030,2007,"2007/04/28 04:00","Minor Arterial","Toronto and East York",43.662345,-79.42579,"Clear","Daylight","Dry","Major","Other",FALSE,FALSE,"Spring"
4151778,2007,"2007/03/01 05:00","Major Arterial","Toronto and East York",43.699645,-79.33769,"Snow","Daylight","Loose Snow","Major","Automobile, Station Wagon",TRUE,FALSE,"Spring"
4174611,2007,"2007/04/28 04:00","Major Arterial","Scarborough",43.736645,-79.24809,"Clear","Daylight","Dry","Minor","Other",FALSE,FALSE,"Spring"
4155381,2007,"2007/03/30 04:00","Major Arterial","North York",43.734845,-79.44599,"Clear","Daylight","Dry","None","Other",FALSE,FALSE,"Spring"
4151779,2007,"2007/03/01 05:00","Major Arterial","Toronto and East York",43.699645,-79.33769,"Snow","Daylight","Loose Snow","None","Other",TRUE,FALSE,"Spring"
4174612,2007,"2007/04/28 04:00","Major Arterial","Scarborough",43.736645,-79.24809,"Clear","Daylight","Dry","Minor","Other",FALSE,FALSE,"Spring"
4155382,2007,"2007/03/30 04:00","Major Arterial","North York",43.734845,-79.44599,"Clear","Daylight","Dry","None","Automobile, Station Wagon",FALSE,FALSE,"Spring"
4144332,2007,"2007/02/07 05:00","Major Arterial","North York",43.782069,-79.416087,"Clear","Daylight","Dry","None","Municipal Transit Bus (TTC)",FALSE,FALSE,"Winter"
4174613,2007,"2007/04/28 04:00","Major Arterial","Scarborough",43.736645,-79.24809,"Clear","Daylight","Dry","Major","Automobile, Station Wagon",FALSE,FALSE,"Spring"
4151780,2007,"2007/03/01 05:00","Major Arterial","Toronto and East York",43.699645,-79.33769,"Snow","Daylight","Loose Snow","None","Truck - Open",TRUE,FALSE,"Spring"
4131045,2007,"2007/02/07 05:00","Collector","Etobicoke York",43.685645,-79.52069,"Clear","Daylight","Dry","Major","Other",FALSE,FALSE,"Winter"
4174614,2007,"2007/04/28 04:00","Major Arterial","Scarborough",43.736645,-79.24809,"Clear","Daylight","Dry","Minor","Automobile, Station Wagon",FALSE,FALSE,"Spring"
4131046,2007,"2007/02/07 05:00","Collector","Etobicoke York",43.685645,-79.52069,"Clear","Daylight","Dry","None","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4153260,2007,"2007/03/30 04:00","Major Arterial","Toronto and East York",43.680445,-79.39099,"Clear","Dark","Dry","None","Automobile, Station Wagon",FALSE,FALSE,"Spring"
4151781,2007,"2007/03/01 05:00","Major Arterial","Toronto and East York",43.699645,-79.33769,"Snow","Daylight","Loose Snow","None","Other",TRUE,FALSE,"Spring"
4144963,2007,"2007/02/08 05:00","Collector","Scarborough",43.733845,-79.28599,"Clear","Daylight","Dry","None","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4144965,2007,"2007/02/08 05:00","Collector","Scarborough",43.733845,-79.28599,"Clear","Daylight","Dry","Major","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4144470,2007,"2007/02/08 05:00","Major Arterial","Toronto and East York",43.654645,-79.43339,"Clear","Daylight","Dry","None","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4144471,2007,"2007/02/08 05:00","Major Arterial","Toronto and East York",43.654645,-79.43339,"Clear","Daylight","Dry","Major","Other",FALSE,FALSE,"Winter"
4131541,2007,"2007/02/08 05:00","Minor Arterial","Etobicoke York",43.628345,-79.50329,"Clear","Dark","Dry","None","Other",FALSE,FALSE,"Winter"
4131542,2007,"2007/02/08 05:00","Minor Arterial","Etobicoke York",43.628345,-79.50329,"Clear","Dark","Dry","Major","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4292020,2007,"2007/02/09 05:00","Major Arterial","Scarborough",43.715145,-79.26729,"Clear","Daylight","Dry","None","Other",FALSE,FALSE,"Winter"
4292021,2007,"2007/02/09 05:00","Major Arterial","Scarborough",43.715145,-79.26729,"Clear","Daylight","Dry","None","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4292022,2007,"2007/02/09 05:00","Major Arterial","Scarborough",43.715145,-79.26729,"Clear","Daylight","Dry","Minor","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4292023,2007,"2007/02/09 05:00","Major Arterial","Scarborough",43.715145,-79.26729,"Clear","Daylight","Dry","Major","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4292024,2007,"2007/02/09 05:00","Major Arterial","Scarborough",43.715145,-79.26729,"Clear","Daylight","Dry","None","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4292025,2007,"2007/02/09 05:00","Major Arterial","Scarborough",43.715145,-79.26729,"Clear","Daylight","Dry","None","Automobile, Station Wagon",FALSE,FALSE,"Winter"
4181082,2007,"2007/02/10 05:00","Minor Arterial","Toronto and East York",43.651945,-79.42179,"Clear","Dark","Dry","Major","Other",TRUE,FALSE,"Winter"
4181083,2007,"2007/02/10 05:00","Minor Arterial","Toronto and East York",43.651945,-79.42179,"Clear","Dark","Dry","None","Other",TRUE,FALSE,"Winter"
4181084,2007,"2007/02/10 05:00","Minor Arterial","Toronto and East York",43.651945,-79.42179,"Clear","Dark","Dry","None","Other",TRUE,FALSE,"Winter"
4181085,2007,"2007/02/10 05:00","Minor Arterial","Toronto and East York",43.651945,-79.42179,"Clear","Dark","Dry","None","Other",TRUE,FALSE,"Winter"
4181086,2007,"2007/02/10 05:00","Minor Arterial","Toronto and East York",43.651945,-79.42179,"Clear","Dark","Dry","None","Automobile, Station Wagon",TRUE,FALSE,"Winter"
4405460,2007,"2007/02/11 05:00","Major Arterial","Etobicoke York",43.632645,-79.53159,"Clear","Dark","Dry","None","Automobile, Station Wagon",TRUE,TRUE,"Winter"
